HOUSEID WTHHFIN HHVEHCNT HHFAMINC NUMADLT WRKCOUNT DRVRCNT HOMEOWN URBRUR URSIZE D_PT HHR_AGE HHR_SEX HHR_EDUC HBRESDN HBPPOPDN HBHTNRNT HTRESDN HTHTNRNT HTPPOPDN HTEEMPDN TOTANNMI TOTBESTM GSCOST AVGGSCST GSTOTCST GSTOTEST zero logsum1 logsum2 logsum3 logsum4 const MILES LOG_MILES MILES_LOWER GSTTOTCST_1000 GSTTOTEST_1000 GSTOTCST_1000 GSTOTEST_1000 HTRESDN_1000 COST_PER_MILE MEAN_COST MILES_10k logsum
33316688 53.0969 2 18 2 1 2 1 0 1 0 40 0 5 300 300 50 50 30 300 75 55000 41857.0074 6.06 3.03 5273 4806.903256 0 13.918856 20.120291 27.847563 41.332224 1 41.8570074 3.73425922377904 41.8570074 5.273 4.806903256 5.273 4.806903256 0.05 0.125976516897383 0.114841063768931 4.18570074 20.120291
33332745 3868.891 2 18 2 1 2 0 1 6 0 50 0 2 1500 3000 5 1500 5 3000 1500 26000 20387.7939 6.06 3.03 3028 3230.309698 0 13.869382 20.208808 27.306332 41.07113 1 20.3877939 3.01493638353912 20.3877939 3.028 3.230309698 3.028 3.230309698 1.5 0.148520237886062 0.158443317302712 2.03877939 20.208808
33341073 864.3553 2 18 2 1 2 1 0 1 0 47 1 5 300 1500 5 300 5 750 150 35000 29424.0573 6.06 3.03 3969 4632.704711 0 14.056216 20.402727 27.783817 41.409867 1 29.4240573 3.38181261524996 29.4240573 3.969 4.632704711 3.969 4.632704711 0.3 0.134889623124816 0.157446155836571 2.94240573 20.402727
33415022 790.0084 1 18 1 0 1 1 1 6 0 75 1 2 750 3000 0 1500 20 3000 350 2500 18556.0219 3.03 3.03 3906 1853.551707 0 12.755588 20.123663 27.646336 41.267437 1 18.5560219 2.92079436710005 18.5560219 3.906 1.853551707 3.906 1.853551707 1.5 0.2104977037131 0.0998894977053244 1.85560219 12.755588
33429672 101.6921 2 18 2 2 3 1 0 1 0 53 0 4 50 300 5 50 5 300 25 34000 33188.3092 6.06 3.03 5103 5990.431212 0 13.818881 20.450866 28.44924 41.68387 1 33.1883092 3.5021976813791 33.1883092 5.103 5.990431212 5.103 5.990431212 0.05 0.153758962809711 0.180498234360189 3.31883092 20.450866
33464516 50.6238 3 14 2 1 2 1 0 1 0 63 0 5 50 50 20 50 20 50 25 7500 20639.3976 9.09 3.03 3031 3885.184158 0 13.729784 18.445239 25.850459 39.132168 1 20.6393976 3.02720175414093 20.6393976 3.031 3.885184158 3.031 3.885184158 0.05 0.146855061312448 0.188241160585036 2.06393976 25.850459
33484831 8844.8951 1 18 2 1 2 0 1 6 0 50 1 4 17000 17000 50 17000 60 17000 5000 2500 5199.3511 3.08 3.08 693 2866.553223 0 12.591571 19.723402 27.731481 41.671396 1 5.1993511 1.64853382933912 5.1993511 0.693 2.866553223 0.693 2.866553223 17 0.133285863307058 0.551329034694349 0.51993511 12.591571
33507150 37.0957 3 17 2 2 2 1 0 1 0 47 1 2 300 300 5 300 5 300 25 49500 42465.9855 9.09 3.03 5889 5348.194305 0 13.850453 18.745812 24.872881 38.228024 1 42.4659855 3.74870341430991 42.4659855 5.889 5.348194305 5.889 5.348194305 0.3 0.138675693750237 0.125940661497188 4.24659855 24.872881
33513197 104.9657 4 18 2 1 2 1 1 2 0 42 1 3 1500 3000 30 750 20 3000 150 27000 50116.5735 12.11 3.0275 8549 4530.544931 0 14.286391 20.874834 27.75491 48.565933 1 50.1165735 3.91435176176902 50.1165735 8.549 4.530544931 8.549 4.530544931 0.75 0.170582292502499 0.0904001334209331 5.01165735 48.565933
33514484 62.4758 2 12 2 2 2 1 1 1 0 57 0 3 1500 3000 5 300 20 300 75 25000 23986.0287 6.06 3.03 3307 4068.548765 0 13.868399 18.407694 25.173115 37.267267 1 23.9860287 3.17747152334012 23.9860287 3.307 4.068548765 3.307 4.068548765 0.3 0.13787192708562 0.169621608307339 2.39860287 18.407694
33591234 9243.4767 2 18 2 2 2 1 1 5 0 53 0 4 3000 7000 50 3000 40 7000 5000 6999 16613.0171 6.1 3.05 2691 3797.752781 0 13.860988 19.980485 26.799537 41.156174 1 16.6130171 2.8101865507182 16.6130171 2.691 3.797752781 2.691 3.797752781 3 0.161981413960021 0.228601027624296 1.66130171 19.980485
33597469 39.4758 2 18 2 1 2 1 1 2 0 46 0 5 300 1500 20 300 20 1500 750 30000 33926.9482 6.06 3.03 4416 4067.246429 0 13.85809 20.087685 27.688439 40.874736 1 33.9269482 3.52420963074858 33.9269482 4.416 4.067246429 4.416 4.067246429 0.3 0.130162016753396 0.119882472335074 3.39269482 20.087685
33613341 105.3943 1 18 2 3 3 1 1 6 0 41 1 4 1500 7000 20 1500 20 7000 350 12000 12339.4606 3.03 3.03 2476 5243.418049 0 13.05678 20.330944 27.37566 41.094426 1 12.3394606 2.51280230601457 12.3394606 2.476 5.243418049 2.476 5.243418049 1.5 0.200657069240125 0.424930896006913 1.23394606 13.05678
33649032 576.2817 2 18 2 1 2 1 1 6 0 70 1 5 3000 7000 5 3000 20 7000 5000 13000 27350.6354 6.16 3.08 3324 2757.505828 0 13.732165 19.743056 27.476238 41.54758 1 27.3506354 3.30873976077363 27.3506354 3.324 2.757505828 3.324 2.757505828 3 0.121532825522584 0.100820539913307 2.73506354 19.743056
33719207 68.4417 3 18 2 1 2 1 1 2 0 37 1 3 750 3000 40 300 40 1500 750 20542 30772.9255 9.09 3.03 3946 4654.972463 0 14.04639 19.860826 27.446971 41.186636 1 30.7729255 3.42663526118757 30.7729255 3.946 4.654972463 3.946 4.654972463 0.3 0.128229602349637 0.1512684409222 3.07729255 27.446971
33738440 39.3602 4 18 2 2 2 1 1 1 0 59 1 2 300 300 20 50 20 300 25 76600 61956.5612 12.14 3.035 9062 4724.684663 0 13.915728 19.948367 27.366543 49.295815 1 61.9565612 4.12643351368568 61.9565612 9.062 4.724684663 9.062 4.724684663 0.05 0.146263766491934 0.076258019675243 6.19565612 49.295815
33835705 228.9952 1 4 1 0 1 1 1 6 0 68 1 2 1500 7000 30 7000 50 17000 3000 1000 3576.0609 3.07 3.07 516 805.0166816 0 11.512254 17.99773 23.922149 38.437137 1 3.5760609 1.2742618873676 3.5760609 0.516 0.8050166816 0.516 0.8050166816 7 0.144292844677226 0.225112687985823 0.35760609 11.512254
33874003 389.4702 4 12 3 2 3 1 0 1 0 61 0 4 50 300 20 300 5 750 75 21500 24341.596 12.1 3.025 3309 5267.318487 0 13.18368 18.412462 24.939684 44.092711 1 24.341596 3.19218665648611 24.341596 3.309 5.267318487 3.309 5.267318487 0.3 0.135940141312016 0.216391664991893 2.4341596 44.092711
33955274 80.1427 2 18 2 1 3 1 1 6 0 49 1 3 300 750 5 750 20 1500 750 22000 47973.7828 6.06 3.03 7787 4711.826249 0 13.757489 20.44874 28.206809 41.116854 1 47.9737828 3.87065467002422 47.9737828 7.787 4.711826249 7.787 4.711826249 0.75 0.16231782330911 0.0982166919928607 4.79737828 20.44874
34046889 70.7221 4 18 3 3 3 1 1 2 0 53 0 5 300 300 20 50 20 300 150 47992 44334.6603 12.12 3.03 4881 5475.402179 0 13.469754 20.353611 27.836125 48.512473 1 44.3346603 3.79176677068465 44.3346603 4.881 5.475402179 4.881 5.475402179 0.05 0.110094449060209 0.12350161570991 4.43346603 48.512473
34152409 50.9729 2 8 2 0 2 1 0 1 0 81 0 2 300 750 60 300 50 300 150 5500 6262.2165 6.04 3.02 1093 3201.658088 0 13.35787 16.901441 22.945058 37.447569 1 6.2622165 1.83453419592521 6.2622165 1.093 3.201658088 1.093 3.201658088 0.3 0.174538839402949 0.511265953197243 0.62622165 16.901441
34163263 763.5493 2 8 1 0 1 1 1 6 0 84 1 3 7000 17000 5 7000 40 17000 750 1400 17292.444 6.05 3.025 2281 574.322789 0 13.15102 16.987678 23.852595 38.061464 1 17.292444 2.85026964308921 17.292444 2.281 0.574322789 2.281 0.574322789 7 0.131907323221634 0.0332123550031447 1.7292444 16.987678
34177671 1514.0849 2 6 1 0 1 1 1 2 0 65 0 3 300 1500 20 300 20 750 350 17500 11272.9575 6.1 3.05 1710 1584.959633 0 13.381743 16.923609 23.01696 36.42504 1 11.2729575 2.42240671598521 11.2729575 1.71 1.584959633 1.71 1.584959633 0.3 0.15169045035431 0.140598386270861 1.12729575 16.923609
34192405 28.2321 2 16 2 2 2 1 1 2 0 46 0 3 750 3000 30 300 20 750 350 69000 47570.3464 6.06 3.03 6561 4513.519674 0 13.682785 18.266817 25.31112 38.563866 1 47.5703464 3.86220959231803 47.5703464 6.561 4.513519674 6.561 4.513519674 0.3 0.137922056417903 0.0948809503308557 4.75703464 18.266817
34240436 823.0077 2 12 3 1 2 1 1 6 0 76 0 5 1500 7000 30 1500 20 7000 3000 22000 18135.4364 6.05 3.025 1995 2084.164116 0 13.111632 17.974403 25.432465 37.654242 1 18.1354364 2.89786783641004 18.1354364 1.995 2.084164116 1.995 2.084164116 1.5 0.110005624127137 0.114922192663641 1.81354364 17.974403
34283835 29.0361 2 6 2 0 2 1 0 1 0 64 0 2 300 750 60 300 50 300 150 8900 12371.691 6.05 3.025 1834 3450.035474 0 13.291543 17.276807 23.956425 36.256595 1 12.371691 2.51541087875923 12.371691 1.834 3.450035474 1.834 3.450035474 0.3 0.148241659123235 0.278865312268145 1.2371691 17.276807
34373932 72.654 2 8 2 1 1 1 1 2 0 52 0 2 1500 3000 5 750 5 1500 150 20000 15678.8799 6.06 3.03 2549 2522.218673 0 13.416317 17.133886 24.835633 38.040745 1 15.6788799 2.75231457742168 15.6788799 2.549 2.522218673 2.549 2.522218673 0.75 0.162575389074828 0.160867274262366 1.56788799 17.133886
34379055 369.2931 2 18 2 1 2 1 1 6 0 46 1 5 750 3000 5 3000 50 7000 1500 15000 22940.5556 6.06 3.03 3681 3354.757984 0 14.171283 20.628394 27.525891 41.021699 1 22.9405556 3.13290633111151 22.9405556 3.681 3.354757984 3.681 3.354757984 3 0.160458188728437 0.146236998026325 2.29405556 20.628394
34494462 5845.6855 2 12 2 1 2 0 1 6 0 37 0 5 3000 7000 60 1500 40 3000 3000 42000 27599.4455 6.06 3.03 2907 2484.157896 0 14.182031 19.074569 25.633094 37.144651 1 27.5994455 3.31779568194158 27.5994455 2.907 2.484157896 2.907 2.484157896 1.5 0.105328203061181 0.0900075291730046 2.75994455 19.074569
34497708 68.8013 2 16 2 1 2 1 1 2 0 44 0 4 750 1500 20 300 20 750 350 27000 32197.7838 6.06 3.03 4027 4124.219456 0 13.885026 18.625295 26.015259 38.699443 1 32.1977838 3.47189762409478 32.1977838 4.027 4.124219456 4.027 4.124219456 0.3 0.125070719929488 0.128090165510087 3.21977838 18.625295
34559772 112.4255 4 18 4 3 4 1 0 1 1 56 1 4 300 300 20 50 20 300 150 71000 56515.1848 12.12 3.03 7897 7240.935994 0 13.543172 19.777333 27.365501 48.117462 1 56.5151848 4.03450935956569 56.5151848 7.897 7.240935994 7.897 7.240935994 0.05 0.139732357382294 0.128123724970992 5.65151848 48.117462
34653812 65.3133 2 13 2 1 2 1 0 1 0 66 0 3 50 300 5 50 20 300 75 32000 22639.2124 6.06 3.03 3386 4086.946002 0 13.774233 18.294063 24.812825 38.3839 1 22.6392124 3.119683464744 22.6392124 3.386 4.086946002 3.386 4.086946002 0.05 0.14956350690009 0.18052509644726 2.26392124 18.294063
34657070 302.5658 2 18 1 1 2 1 1 6 0 49 1 5 3000 7000 0 3000 30 7000 350 25000 19566.8053 6.06 3.03 2449 3280.101464 0 13.954327 19.952813 27.179895 41.075748 1 19.5668053 2.97383452331972 19.5668053 2.449 3.280101464 2.449 3.280101464 3 0.125160953075973 0.167636025079679 1.95668053 19.952813
34716418 36.3843 3 17 2 1 2 1 1 1 0 49 1 3 300 300 30 50 20 300 25 25700 24659.3665 9.09 3.03 3573 4447.130385 0 13.966159 19.31815 25.964979 39.283607 1 24.6593665 3.20515680803071 24.6593665 3.573 4.447130385 3.573 4.447130385 0.05 0.14489423319127 0.180342442495431 2.46593665 25.964979
34756227 1342.9525 2 17 2 2 2 1 1 6 0 48 1 3 750 3000 5 1500 5 3000 1500 25000 30191.8595 6.06 3.03 3229 3838.598328 0 14.052235 19.5254 25.931478 38.989101 1 30.1918595 3.40757233506476 30.1918595 3.229 3.838598328 3.229 3.838598328 1.5 0.106949358319583 0.127140175913974 3.01918595 19.5254
34810482 41.1235 1 11 2 0 2 1 1 2 0 80 1 2 300 1500 5 750 5 1500 150 12000 12361.1853 3.03 3.03 1326 2898.214143 0 12.565917 18.630393 25.137212 37.99296 1 12.3611853 2.51456134548987 12.3611853 1.326 2.898214143 1.326 2.898214143 0.75 0.107271266291915 0.234460860561649 1.23611853 12.565917
34817968 4047.3074 1 5 3 0 3 0 1 2 0 49 0 2 1500 3000 30 1500 30 3000 750 13000 11830.4689 3.05 3.05 1897 3643.063507 0 11.362869 17.077313 22.788849 36.465156 1 11.8304689 2.47067831372212 11.8304689 1.897 3.643063507 1.897 3.643063507 1.5 0.160348673922806 0.307939062922519 1.18304689 11.362869
34818901 16887.9057 3 14 3 1 3 1 1 6 0 56 0 2 1500 3000 80 1500 50 3000 350 41000 36234.4272 9.15 3.05 5182 4370.153492 0 13.033828 18.132199 24.947429 38.739212 1 36.2344272 3.59000969451578 36.2344272 5.182 4.370153492 5.182 4.370153492 1.5 0.143013161803204 0.120607770832928 3.62344272 24.947429
34830501 49.261 3 18 2 2 2 1 1 6 0 57 0 3 1500 7000 20 1500 20 7000 350 22050 37777.9834 9.08 3.026666667 4393 3701.966881 0 13.869033 19.461075 26.82683 41.19402 1 37.7779834 3.63172648320035 37.7779834 4.393 3.701966881 4.393 3.701966881 1.5 0.116284661187077 0.097992707599104 3.77779834 26.82683
34878295 528.041 3 18 4 2 4 1 1 6 0 34 1 4 1500 3000 0 1500 5 7000 350 36000 43110.0871 9.09 3.03 5779 6228.39191 0 13.609571 20.302424 28.257477 40.760181 1 43.1100871 3.7637570091699 43.1100871 5.779 6.22839191 5.779 6.22839191 1.5 0.134052153190848 0.144476439946696 4.31100871 28.257477
34924839 877.3121 1 18 1 1 1 1 1 6 0 60 1 5 3000 7000 30 1500 20 7000 1500 5000 2714.07 3.02 3.02 417 1938.392584 0 12.654541 20.025644 27.265779 41.351426 1 2.71407 0.998449353268716 2.71407 0.417 1.938392584 0.417 1.938392584 1.5 0.153643789585383 0.714201396426769 0.271407 12.654541
34947418 50.0952 3 7 2 1 2 1 1 2 0 21 1 2 1500 3000 30 1500 40 3000 1500 6792 208641.6249 9.08 3.026666667 22129 4274.29957 0 12.802847 16.944889 23.112692 37.137459 1 208.6416249 5.34061806676394 208.6416249 22.129 4.27429957 22.129 4.27429957 1.5 0.10606224913464 0.0204863222861144 20.86416249 23.112692
34966549 18612.568 2 18 3 3 3 1 1 5 1 50 0 4 1500 3000 5 1500 20 7000 3000 14999 32959.7471 6.1 3.05 4452 5197.570602 0 13.85863 20.666424 27.818557 41.278937 1 32.9597471 3.49528703207494 32.9597471 4.452 5.197570602 4.452 5.197570602 1.5 0.135073851947122 0.157694492807562 3.29597471 20.666424
34968815 63.0425 2 13 2 1 3 1 0 1 0 50 0 2 50 300 5 50 5 300 25 12000 61494.5362 6.06 3.03 7591 5734.960652 0 14.068514 18.817768 26.156857 38.775892 1 61.4945362 4.11894832858934 61.4945362 7.591 5.734960652 7.591 5.734960652 0.05 0.123441861164895 0.0932596781175496 6.14945362 18.817768
34969616 1233.5659 1 2 2 2 1 0 1 6 0 50 1 2 17000 30000 80 17000 80 30000 5000 2500 4427.5607 3.08 3.08 511 1022.124587 0 11.136618 16.973501 23.763503 38.472856 1 4.4275607 1.48784880034937 4.4275607 0.511 1.022124587 0.511 1.022124587 17 0.115413437471337 0.230855013913192 0.44275607 11.136618
35006693 43.7608 4 18 3 1 3 1 1 2 0 62 0 4 300 750 20 300 5 750 150 52828 59608.8296 11.4 2.85 9974 4918.924872 0 13.278675 19.789319 27.211304 48.672294 1 59.6088296 4.08780371074953 59.6088296 9.974 4.918924872 9.974 4.918924872 0.3 0.167324204600722 0.0825200713553349 5.96088296 48.672294
35011138 61.0672 2 17 2 2 3 1 1 1 0 44 0 4 300 750 5 50 5 300 25 30000 18706.4287 6.05 3.025 2670 5714.840981 0 13.970029 19.672451 26.890443 39.43582 1 18.7064287 2.92886724553014 18.7064287 2.67 5.714840981 2.67 5.714840981 0.05 0.142731680259204 0.305501444057037 1.87064287 19.672451
35017354 57.7866 4 11 2 2 2 1 0 1 0 49 0 2 50 50 20 50 20 50 75 30600 29962.87 12.11 3.0275 4088 4774.394619 0 13.766312 18.343765 24.356176 44.124384 1 29.96287 3.39995894845355 29.96287 4.088 4.774394619 4.088 4.774394619 0.05 0.136435528372282 0.159343701688123 2.996287 44.124384
35048639 2894.4751 2 18 2 2 2 0 1 6 1 40 0 5 1500 3000 30 1500 30 3000 1500 15000 21770.2035 6.05 3.025 3540 3190.723043 0 13.702686 19.921751 27.64053 41.205265 1 21.7702035 3.080542222929 21.7702035 3.54 3.190723043 3.54 3.190723043 1.5 0.162607575073885 0.146563767444801 2.17702035 19.921751
35048899 396.8467 2 18 2 0 2 1 1 6 0 69 1 3 7000 7000 20 7000 20 7000 350 3500 9941.2959 6.07 3.035 1106 2888.954817 0 13.793025 19.515366 26.776615 40.779854 1 9.9412959 2.29669738440416 9.9412959 1.106 2.888954817 1.106 2.888954817 7 0.111253101318511 0.290601431248013 0.99412959 19.515366
35056009 1096.3279 3 18 2 3 3 1 0 1 0 50 1 5 50 50 20 50 5 50 25 49000 54446.4627 9.09 3.03 8330 6140.402487 0 13.706596 19.869048 27.68517 41.39556 1 54.4464627 3.99721788308138 54.4464627 8.33 6.140402487 8.33 6.140402487 0.05 0.152994328500242 0.11277872211522 5.44464627 27.68517
35065627 1286.528 1 18 1 1 1 1 1 6 0 65 1 5 1500 7000 20 1500 20 7000 5000 15000 18531.247 3.03 3.03 2316 1813.965052 0 12.356228 19.968762 27.491912 41.258764 1 18.531247 2.91945833430928 18.531247 2.316 1.813965052 2.316 1.813965052 1.5 0.124978097804211 0.0978868314690317 1.8531247 12.356228
35082491 6059.5868 1 18 1 1 1 1 1 6 0 66 1 5 300 1500 5 300 0 1500 350 11000 17333.8463 3.05 3.05 2566 1789.079546 0 12.630534 19.404416 26.956829 40.642634 1 17.3338463 2.85266102370619 17.3338463 2.566 1.789079546 2.566 1.789079546 0.3 0.148034080583719 0.103213073142341 1.73338463 12.630534
35127842 632.806 2 15 2 0 2 1 1 6 0 27 1 4 3000 7000 20 1500 5 7000 1500 21000 22756.274 6.05 3.025 2388 3490.253515 0 13.491813 18.268913 25.054455 38.384814 1 22.756274 3.12484088759636 22.756274 2.388 3.490253515 2.388 3.490253515 1.5 0.10493809311665 0.153375439010798 2.2756274 18.268913
35129556 739.3434 2 18 2 1 2 1 1 6 1 62 0 5 1500 3000 20 3000 30 7000 5000 19000 19503.4305 6.06 3.03 2798 2956.58988 0 14.040771 20.550334 27.974579 40.679956 1 19.5034305 2.97059037317397 19.5034305 2.798 2.95658988 2.798 2.95658988 3 0.143461941221059 0.151593325081964 1.95034305 20.550334
35220855 19.6785 2 15 2 0 2 1 0 1 0 64 1 5 50 50 20 50 30 300 75 21000 21141.531 6.06 3.03 3380 3690.443771 0 13.893941 18.405941 25.041034 38.980848 1 21.141531 3.05123939976866 21.141531 3.38 3.690443771 3.38 3.690443771 0.05 0.159874892693438 0.174558965053193 2.1141531 18.405941
35351290 36.0542 1 6 1 0 1 1 1 2 0 75 1 4 750 1500 20 300 20 750 350 14000 9239.4965 3.03 3.03 1207 1154.22633 0 12.338777 17.380399 24.037521 37.446687 1 9.2394965 2.22348739282689 9.2394965 1.207 1.15422633 1.207 1.15422633 0.3 0.130634824094581 0.124923076706615 0.92394965 12.338777
35380852 455.7456 2 8 2 1 2 1 1 6 0 52 1 3 3000 7000 30 1500 5 7000 3000 12350 10857.8382 6.05 3.025 1521 2695.820298 0 13.114516 16.362215 22.645386 36.328067 1 10.8578382 2.38488723391708 10.8578382 1.521 2.695820298 1.521 2.695820298 1.5 0.140083133675726 0.248283336732721 1.08578382 16.362215
35406752 919.8691 2 18 2 0 2 0 1 6 1 46 0 3 1500 7000 5 1500 5 7000 350 10500 5935.6966 6.07 3.035 811 2890.780493 0 13.893177 20.126069 27.077831 41.001695 1 5.9356966 1.78098439269899 5.9356966 0.811 2.890780493 0.811 2.890780493 1.5 0.136630972681454 0.487016215249277 0.59356966 20.126069
35409221 153.9042 2 17 1 1 1 1 1 6 0 46 0 3 750 3000 40 750 40 3000 1500 15000 17221.7948 6.05 3.025 2602 2563.208039 0 13.824498 19.439935 25.377989 39.08048 1 17.2217948 2.84617572121054 17.2217948 2.602 2.563208039 2.602 2.563208039 0.75 0.151087620670059 0.148835128322398 1.72217948 19.439935
35468303 148.9779 1 6 1 0 1 1 1 6 0 81 1 5 17000 17000 40 3000 30 7000 1500 2000 5546.5979 3.08 3.08 800 110.5466084 0 12.112411 17.51468 23.799307 37.404547 1 5.5465979 1.71318474881156 5.5465979 0.8 0.1105466084 0.8 0.1105466084 3 0.144232557402439 0.0199305250521225 0.55465979 12.112411
35474872 683.5622 2 18 2 1 2 1 1 6 0 60 1 3 750 3000 0 300 0 750 150 26000 22536.0349 6.06 3.03 2435 3370.117369 0 13.650156 19.370375 27.387602 42.390717 1 22.5360349 3.11511557920617 22.5360349 2.435 3.370117369 2.435 3.370117369 0.3 0.108049175944434 0.149543492630995 2.25360349 19.370375
35477202 121.3849 3 17 2 1 2 1 1 6 0 45 1 4 750 1500 5 300 5 1500 150 49071 56655.8107 9.09 3.03 7922 3474.183616 0 13.802341 19.154185 25.461343 39.152519 1 56.6558107 4.0369945541468 56.6558107 7.922 3.474183616 7.922 3.474183616 0.3 0.13982678744018 0.0613208702351161 5.66558107 25.461343
35479626 1327.0747 2 18 2 1 2 1 1 6 0 45 1 5 1500 3000 0 1500 0 3000 750 11000 13969.0146 6.05 3.025 2451 3379.64349 0 13.415899 19.562585 27.062662 41.124243 1 13.9690146 2.63684163391632 13.9690146 2.451 3.37964349 2.451 3.37964349 1.5 0.175459763640021 0.241938575252116 1.39690146 19.562585
35529857 191.0557 2 17 1 1 1 1 0 1 0 40 1 5 50 300 5 300 50 300 150 7700 11353.6042 6.05 3.025 1650 3651.596835 0 13.805257 18.537789 25.483526 39.370299 1 11.3536042 2.42953524417966 11.3536042 1.65 3.651596835 1.65 3.651596835 0.3 0.145328300241433 0.321624461331847 1.13536042 18.537789
35729330 32.095 2 18 2 1 2 1 1 2 0 70 1 3 50 300 5 50 5 300 75 45000 77664.0606 6.06 3.03 9601 3833.750749 0 13.50622 19.586576 26.704585 40.965458 1 77.6640606 4.35239260982819 77.6640606 9.601 3.833750749 9.601 3.833750749 0.05 0.123622173832101 0.0493632539862331 7.76640606 19.586576
35790778 458.5915 2 18 2 1 2 1 1 6 0 68 1 4 1500 3000 5 3000 30 7000 1500 8400 13185.4098 6.16 3.08 2235 2989.155079 0 13.639166 19.779097 28.051537 42.336667 1 13.1854098 2.57911090009586 13.1854098 2.235 2.989155079 2.235 2.989155079 3 0.169505539372769 0.226701719881319 1.31854098 19.779097
35876739 85.9074 2 18 2 1 2 1 1 2 0 59 0 2 300 300 20 50 20 300 150 21000 22699.9009 6.05 3.025 3559 4289.369558 0 13.606356 19.54255 27.148217 41.523249 1 22.6999009 3.12236055883906 22.6999009 3.559 4.289369558 3.559 4.289369558 0.05 0.156784825435075 0.188959836296025 2.26999009 19.54255
36010400 78.9771 2 17 2 2 3 1 1 6 0 54 0 3 300 1500 5 750 20 1500 350 12500 18693.6141 6.06 3.03 2686 4757.253597 0 13.853831 18.908273 25.735993 39.092498 1 18.6936141 2.92818197356027 18.6936141 2.686 4.757253597 2.686 4.757253597 0.75 0.143685431058513 0.25448549282934 1.86936141 18.908273
36011425 64.158 2 18 2 1 2 1 1 6 0 35 1 4 3000 7000 50 1500 30 7000 1500 20300 14998.2065 6.05 3.025 2735 3810.376793 0 14.080005 20.30309 27.236571 41.139075 1 14.9982065 2.70793062728688 14.9982065 2.735 3.810376793 2.735 3.810376793 1.5 0.182355136929205 0.254055496102151 1.49982065 20.30309
36071296 124.3647 4 18 3 3 3 1 0 1 0 53 1 3 50 300 5 50 5 300 25 61600 58069.7935 12.11 3.0275 6623 6429.502443 0 13.6477 19.872773 27.526117 48.545635 1 58.0697935 4.0616456233246 58.0697935 6.623 6.429502443 6.623 6.429502443 0.05 0.11405241177584 0.110720256702824 5.80697935 48.545635
36076750 18.9485 3 10 1 0 1 1 0 1 0 68 0 4 300 750 30 50 30 300 75 20000 44593.6116 9.1 3.033333333 6538 2268.121113 0 13.707392 18.326908 24.28139 36.943212 1 44.5936116 3.79759061109836 44.5936116 6.538 2.268121113 6.538 2.268121113 0.05 0.146612928745157 0.0508620188323118 4.45936116 24.28139
36077739 1650.9109 3 17 1 1 1 1 0 1 0 45 0 4 300 300 5 300 5 300 150 20500 24255.71 9.09 3.03 3356 3709.047541 0 13.835551 18.91959 25.193301 38.328297 1 24.25571 3.18865205358374 24.25571 3.356 3.709047541 3.356 3.709047541 0.3 0.138359173984188 0.152914408236246 2.425571 25.193301
36115154 263.4292 1 8 2 1 2 0 1 1 0 30 1 4 750 1500 50 750 50 1500 1500 7000 8378.7245 3.03 3.03 803 3381.492787 0 12.250135 16.859983 23.928679 37.909233 1 8.3787245 2.125695695272 8.3787245 0.803 3.381492787 0.803 3.381492787 0.75 0.0958379762934084 0.403580853744505 0.83787245 12.250135
36142057 319.5725 2 17 2 0 2 1 0 1 0 60 0 5 300 1500 5 300 5 750 150 7163 23659.8561 6.05 3.025 2910 3964.662021 0 13.67017 18.815586 25.552734 39.683899 1 23.6598561 3.16377977653682 23.6598561 2.91 3.964662021 2.91 3.964662021 0.3 0.122993140266817 0.167569151910438 2.36598561 18.815586
36172782 25.7176 2 15 2 0 2 1 0 1 0 60 0 2 50 50 20 50 20 50 75 19000 29158.8405 6.06 3.03 4302 4335.62051 0 13.824012 17.840011 25.212122 38.664655 1 29.1588405 3.37275814297539 29.1588405 4.302 4.33562051 4.302 4.33562051 0.05 0.147536730755806 0.148689743338731 2.91588405 17.840011
36180303 879.4123 1 8 1 0 1 1 1 6 0 69 1 4 3000 7000 70 3000 50 7000 1500 12000 13431.6392 3.03 3.03 1573 765.7271484 0 12.417373 17.403461 24.005154 36.710075 1 13.4316392 2.59761305818755 13.4316392 1.573 0.7657271484 1.573 0.7657271484 3 0.117111543615615 0.0570092106405002 1.34316392 12.417373
36217094 1120.6158 2 17 2 2 2 1 1 6 0 35 0 4 7000 17000 30 7000 30 7000 5000 13500 10363.15 6.05 3.025 1554 3980.231674 0 14.02852 19.446397 25.769144 38.667532 1 10.36315 2.33825624467032 10.36315 1.554 3.980231674 1.554 3.980231674 7 0.149954405755007 0.384075466822347 1.036315 19.446397
36235445 1572.9767 1 10 1 0 1 1 1 6 0 70 0 3 1500 7000 20 1500 50 7000 1500 9000 5861.5078 3.03 3.03 858 1097.396104 0 12.569303 18.612082 25.434055 38.478993 1 5.8615078 1.76840687424625 5.8615078 0.858 1.097396104 0.858 1.097396104 1.5 0.146378718458756 0.187220787115561 0.58615078 12.569303
36246665 523.9053 4 18 2 1 2 1 0 1 0 62 0 5 50 300 0 50 0 300 150 34000 50623.2151 12.12 3.03 8022 4259.422114 0 13.878041 20.163426 27.27446 48.78619 1 50.6232151 3.9244102675212 50.6232151 8.022 4.259422114 8.022 4.259422114 0.05 0.158464846299341 0.0841396996533316 5.06232151 48.78619
